Event;Timestamp;Framecount;SessionID;Email;EventType;MotorSpaceWidth;MotorSpaceHeight;MotorSpaceMultiplier;MotorSpaceCenterPositionX;MotorSpaceCenterPositionY;MotorSpaceCenterPositionZ;MotorSpaceGainX;MotorSpaceGainY;MotorSpaceName;TimeSinceLastEvent;PupilTime;UnityToPupilTimeOffset;GameId;RightControllerMain;MirrorEffect;EyePatch;ControllerOffset;PrismOffset;DualTask;HideWall;HideWallAmount;GeometricMirror;ControllerSmoothed;ControllerAimAssistState;GameState;GameDuration;GameSpeed;GameTimeSpent;GameTimeLeft;ParticipantId;TestId;WallRowCount;WallColumnCount;WallSizeX;WallSizeY;WallSizeZ;WallBoundsXMin;WallBoundsYMin;WallBoundsZMin;WallBoundsXMax;WallBoundsYMax;WallBoundsZMax;WallCenterX;WallCenterY;WallCenterZ;WallCurveRatioX;WallCurveRatioY;PlayedPattern;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MoleSize;MoleLifeTime;MoleId;MoleSpawnOrder;MoleIndexX;MoleIndexY;MoleNormalizedIndexX;MoleNormalizedIndexY;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;MoleActivatedDuration;LastShotControllerRawPointingDirectionX;LastShotControllerRawPointingDirectionY;LastShotControllerRawPointingDirectionZ;MoleSurfaceHitLocationX;MoleSurfaceHitLocationY;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;ClosestActiveMoleDistanceX;ClosestActiveMoleDistanceY
Mole Missed;2021-11-10 14:58:01.0912;37116;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183967.812294;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;426.77;203.23;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.4181;1.3015;0.2674;345.7481;23.9215;42.4626;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0056;1.7000;-0.0352;357.2306;5.1270;5.3779;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.4760;1.0947;6.1067;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;NULL;0.3930044;0.2461857;0.8859685;NULL;NULL;1.4760;1.0947;6.3067;0.2943;0.1056
Pointer Shoot;2021-11-10 14:58:01.5815;37132;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.4921;183968.303148;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;427.2572;202.7428;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.4778079;0.252768;0.8413132;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:58:01.5835;37132;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183968.305052;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;427.2572;202.7428;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;0.3748;5.0000;0804;0310;8;4;0.7778;0.3333;0.4508;1.3024;0.2608;345.3586;29.5936;43.2351;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0096;1.6989;-0.0426;357.2197;3.5028;5.3745;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.6714;1.1232;5.8639;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;1.4507;0.4778079;0.252768;0.8413132;0.0048;-0.0770;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:58:01.5875;37132;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183968.308606;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;427.2572;202.7428;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;2.4997;5.2478;-2.6967;0.6497;4.6978;0.3177;5.0000;0107;0310;1;7;0.0000;0.6667;0.4508;1.3024;0.2608;345.3586;29.5936;43.2351;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0096;1.6989;-0.0426;357.2197;3.5028;5.3745;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.6714;1.1232;5.8639;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;5.0000;0.4778079;0.252768;0.8413132;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:58:01.5905;37132;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183968.311611;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;427.2572;202.7428;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;0.3748;5.0000;0804;0310;8;4;0.7778;0.3333;0.4508;1.3024;0.2608;345.3586;29.5936;43.2351;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0096;1.6989;-0.0426;357.2197;3.5028;5.3745;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.6714;1.1232;5.8639;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;5.0000;0.4778079;0.252768;0.8413132;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:58:01.5934;37132;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183968.314281;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;427.2572;202.7428;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;0.4307;5.0000;0402;0311;4;2;0.3333;0.1111;0.4508;1.3024;0.2608;345.3586;29.5936;43.2351;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0096;1.6989;-0.0426;357.2197;3.5028;5.3745;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.6714;1.1232;5.8639;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;NULL;0.4778079;0.252768;0.8413132;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:58:01.5964;37132;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183968.317869;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;427.2572;202.7428;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;3.3171;4.9622;-2.6967;1.4671;4.4122;0.3927;5.0000;0109;0311;1;9;0.0000;0.8889;0.4508;1.3024;0.2608;345.3586;29.5936;43.2351;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0096;1.6989;-0.0426;357.2197;3.5028;5.3745;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.6714;1.1232;5.8639;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0402;4;2;-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;NULL;0.4778079;0.252768;0.8413132;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:58:02.4669;37163;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8857;183969.188666;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;428.1484;201.8516;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.3200144;-0.006661966;0.9473892;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:58:02.4698;37163;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183969.190735;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;428.1484;201.8516;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;0.4288;5.0000;0402;0311;4;2;0.3333;0.1111;0.0971;1.2147;0.3010;0.3817;341.3358;43.7296;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0264;1.6989;-0.0344;357.5403;354.2021;6.5419;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.9596;0.3737;5.8677;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0402;4;2;-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;0.8913;-0.3200144;-0.006661966;0.9473892;0.0704;-0.0092;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:58:02.4738;37163;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183969.194856;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;428.1484;201.8516;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;3.3171;4.9622;-2.6967;1.4671;4.4122;0.3927;5.0000;0109;0311;1;9;0.0000;0.8889;0.0971;1.2147;0.3010;0.3817;341.3358;43.7296;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0264;1.6989;-0.0344;357.5403;354.2021;6.5419;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.9596;0.3737;5.8677;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0402;4;2;-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;5.0000;-0.3200144;-0.006661966;0.9473892;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:58:02.4768;37163;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183969.198315;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;428.1484;201.8516;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;0.4288;5.0000;0402;0311;4;2;0.3333;0.1111;0.0971;1.2147;0.3010;0.3817;341.3358;43.7296;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0264;1.6989;-0.0344;357.5403;354.2021;6.5419;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.9596;0.3737;5.8677;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0402;4;2;-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;5.0000;-0.3200144;-0.006661966;0.9473892;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:58:02.4808;37163;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183969.201251;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;428.1484;201.8516;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.6667;1.6320;6.1408;-1.6667;-0.2180;5.5908;0.3658;5.0000;0305;0312;3;5;0.2222;0.4444;0.0971;1.2147;0.3010;0.3817;341.3358;43.7296;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0264;1.6989;-0.0344;357.5403;354.2021;6.5419;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.9596;0.3737;5.8677;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0402;4;2;-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;NULL;-0.3200144;-0.006661966;0.9473892;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:58:02.4837;37163;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183969.204942;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;428.1484;201.8516;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;1.6320;6.5263;-0.3484;-0.2180;5.9763;0.3847;5.0000;0505;0312;5;5;0.4444;0.4444;0.0971;1.2147;0.3010;0.3817;341.3358;43.7296;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0264;1.6989;-0.0344;357.5403;354.2021;6.5419;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.9596;0.3737;5.8677;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0305;3;5;-1.6667;1.6320;6.1408;-1.6667;-0.2180;5.5908;NULL;-0.3200144;-0.006661966;0.9473892;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:58:03.3833;37192;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.9167;183970.10564;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;429.0652;200.9348;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.5040458;0.3371065;0.7951711;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:58:03.3863;37192;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183970.107428;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;429.0652;200.9348;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.6667;1.6320;6.1408;-1.6667;-0.2180;5.5908;0.3661;5.0000;0305;0312;3;5;0.2222;0.4444;0.0051;1.3641;0.2852;340.2993;327.6301;44.2315;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0263;1.7027;-0.0454;355.0678;354.6612;6.4262;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.6646;1.6393;5.9423;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0305;3;5;-1.6667;1.6320;6.1408;-1.6667;-0.2180;5.5908;0.9168;-0.5040458;0.3371065;0.7951711;0.0020;0.0072;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:58:03.3902;37192;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183970.111276;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;429.0652;200.9348;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;1.6320;6.5263;-0.3484;-0.2180;5.9763;0.3847;5.0000;0505;0312;5;5;0.4444;0.4444;0.0051;1.3641;0.2852;340.2993;327.6301;44.2315;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0263;1.7027;-0.0454;355.0678;354.6612;6.4262;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.6646;1.6393;5.9423;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0305;3;5;-1.6667;1.6320;6.1408;-1.6667;-0.2180;5.5908;5.0000;-0.5040458;0.3371065;0.7951711;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:58:03.3932;37192;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183970.114448;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;429.0652;200.9348;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.6667;1.6320;6.1408;-1.6667;-0.2180;5.5908;0.3661;5.0000;0305;0312;3;5;0.2222;0.4444;0.0051;1.3641;0.2852;340.2993;327.6301;44.2315;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0263;1.7027;-0.0454;355.0678;354.6612;6.4262;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.6646;1.6393;5.9423;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0305;3;5;-1.6667;1.6320;6.1408;-1.6667;-0.2180;5.5908;5.0000;-0.5040458;0.3371065;0.7951711;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:58:03.3962;37192;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183970.117121;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;429.0652;200.9348;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;1.2003;6.4680;0.3484;-0.6497;5.9180;0.4029;5.0000;0604;0313;6;4;0.5556;0.3333;0.0051;1.3641;0.2852;340.2993;327.6301;44.2315;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0263;1.7027;-0.0454;355.0678;354.6612;6.4262;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.6646;1.6393;5.9423;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0305;3;5;-1.6667;1.6320;6.1408;-1.6667;-0.2180;5.5908;NULL;-0.5040458;0.3371065;0.7951711;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:58:03.3982;37192;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;183970.11997;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;429.0652;200.9348;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);2.2304;3.3171;5.4283;2.2304;1.4671;4.8783;0.3919;5.0000;0909;0313;9;9;0.8889;0.8889;0.0051;1.3641;0.2852;340.2993;327.6301;44.2315;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0263;1.7027;-0.0454;355.0678;354.6612;6.4262;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.6646;1.6393;5.9423;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0604;6;4;0.3484;1.2003;6.4680;0.3484;-0.6497;5.9180;NULL;-0.5040458;0.3371065;0.7951711;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:58:04.2805;37221;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.8962;183971.001835;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;429.9613;200.0387;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.1229564;0.2535843;0.9594669;NULL;NULL;NULL;NULL;NULL;NULL;NULL
